name,category,address,website,phone,city,auxiliar,reviews_rating,num_reviews,description,schedule,images
Twenties Barcelona,Discoteca,"Carrer del Rosselló, 208, Eixample, 08008 Barcelona",twentiesbarcelona.com,628708158,Barcelona,NOT_FOUND,3.4,2911,"Cócteles y ritmos de reguetón y hip hop en una discoteca que recuerda a una cueva, con noches temáticas y espectáculos de luz.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Azimuth Rooftop Bar,Lounge,"Terraza 8ª Planta, Gran Via de les Corts Catalanes, 619, 621, 08007 Barcelona",almanachotels.com,930187000,Barcelona,Amigable con la comunidad LGTBI+,4.2,417,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Punto BCN,Bar gay,"C/ de Muntaner, 65, L'Eixample, 08007 Barcelona",facebook.com,934519152,Barcelona,Amigable con la comunidad LGTBI+,3.9,777,"Bar gay animado y espacioso, con música, eventos, cervezas, cócteles, hora feliz y mesas de billar.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Mr. French Barcelona,Discoteca,"Carrer del Comte d'Urgell, 292, L'Eixample, 08036 Barcelona",instagram.com,622865203,Barcelona,NOT_FOUND,4.3,54,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Trastero,Club nocturno,"Carrer de Villarroel, 174, L'Eixample, 08036 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,NOT_FOUND,[object Object]
Wookah Lounge Barcelona,Lounge,"Carrer de Balmes, 127 bis, L'Eixample, 08008 Barcelona",wookah.es,930317847,Barcelona,Hacer un pedido,4.8,2553,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Topxi music,Club musical,"Carrer de València, 358, L'Eixample, 08029 Barcelona",topximusic.com,NO_PHONE,Barcelona,NOT_FOUND,3.7,279,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
El Cangrejo Eixample,Bar gay,"Carrer de Villarroel, 88, L'Eixample, 08011 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.9,132,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Chica Club Barcelona,Discoteca,"Carrer del Rosselló, 217, Eixample, 08008 Barcelona",chicabcn.cat,699232543,Barcelona,NOT_FOUND,3.2,185,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Banker's Bar,Bar,"Planta G · Hotel Mandarin Oriental, Barcelona","Pg. de Gràcia, 40, Eixample, 08007 Barcelona",931518782,NO_CITY,Carta,4.3,244,"Elegante coctelería en un antiguo banco reconvertido en hotel, que cuenta con un llamativo techo diseñado con cajas de seguridad.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Marico̲n Ghetto̲ Friendly Bar,Bar,"Calle de Aribau, 55, Eixample, 08011 Barcelona",instagram.com,652220383,Barcelona,Reservar una mesa,4.2,357,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
BLACK BOX,Discoteca,"Carrer de la Diputació, 233, L'Eixample, 08007 Barcelona",blackboxdisco.com,934878342,Barcelona,Servicios,3.7,643,Remezclas de canciones de los 80 y los 90 en discoteca de ambiente mixta con paredes rojas y columnas.,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Agua de Luna,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.7,21,"Concurrida discoteca de salsa, merengue, bachata y ritmos latinos con rueda cubana, mojitos y clases de baile.",NOT_FOUND,[object Object]
The Black Room,Club nocturno,"Rambla de Catalunya, 4, Eixample, 08007 Barcelona",facebook.com,NO_PHONE,Barcelona,NOT_FOUND,3.4,56,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
SKYLAB - Gentlemen’s Club,Club de entretenimiento para adultos,"Carrer d'Entença, 214, L'Eixample, 08029 Barcelona",skylabbcn.com,933408831,Barcelona,NOT_FOUND,3.0,6,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
La Fira Villarroel Barcelona,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.6,1133,"Discoteca vistosa y concurrida con sofás lujosos, mesas que brillan en la oscuridad y bares.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Believe Club Barcelona,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.5,578,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
