name,category,city,address,website,email,phone,reviews_rating,num_reviews,description,schedule,auxiliar(borrar),images
Coyotes Disco Pub Barcelona,Discoteca,Barcelona,"Carrer del Tenor Masini, 65, Sants-Montjuïc, 08028 Barcelona",coyotes.eatbu.com,NO_EMAIL,622045829,4.0,280,NOT_FOUND,"[{'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': 'Cerrado El horario podría cambiar'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': '0:00–6:00'}, {'day': 'sábado', 'hours': '0:00–6:00'}]",Reclamar esta empresa,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipNkWMDU8p9lvh--cI5YzhBLy2lJyySfWTeseIby=w122-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipMwQodsFX9jEXj06HxSn43ZwrIlr3j6TuS3g4G-=w203-h135-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipP-oaIs901jpWKMtIR577p2vj-kdsPFNx2DlxXh=w203-h114-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipNOG2gbYY3g0Zw4RHzASElQN0W1ka-vnOCi6r7d=w203-h152-k-no'}"
Enigma Music Bar,Club nocturno,NO_CITY,"Carrer del Taquígraf Garriga, 106, Les Corts, 08029 Barcelona",NO_WEBSITE,,NO_PHONE,4.1,207,"Bar de moda que ofrece cócteles, cachimbas y pista de baile en un local acogedor.","[{'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': 'Cerrado El horario podría cambiar'}, {'day': 'jueves', 'hours': '23:00–2:30'}, {'day': 'viernes', 'hours': '23:00–3:30'}, {'day': 'sábado', 'hours': '23:00–3:30'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipOmC0ZJQzmZ5rSeP9XA_9e4Ev2nqGpdtV4teVZw=w138-h92-k-no', 'img1': 'https://lh3.googleusercontent.com/p/AF1QipOzBXnHtikEqg9cqqMNEezZ6CvQT8BxizVwq5wv=w203-h111-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipMvpukgy4LIz_0xAEw_zOF5bppAFUydDWlzLGpO=w203-h115-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPnrWUb7abeL1lyvIYw57b_-4x5vvx-mztTn9o-=w203-h270-k-no'}"
Undead Dark Club,Discoteca,NO_CITY,"Carrer Violant d'Hongria, 128, Distrito de Sants-Montjuïc, 08028 Barcelona",undeadarkclub.com,NO_EMAIL,NO_PHONE,4.3,203,Oscuro local decorado con estatuas y armaduras especializado en música gothic rock o post punk.,"[{'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': 'Cerrado El horario podría cambiar'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': '0:30–5:00'}, {'day': 'sábado', 'hours': '0:30–6:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipP1rAL22QPemLDgYwO5EXXJFEUHdFT4nUugsYnE=w122-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipNRP1Sq4hLFHv6gWGbU9HnfaFd8R-lFSXln2Rfg=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipNfcj8daa8uRFDxBEcqglH4pMHoNZG1d-dA_HhF=w203-h152-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipP1rAL22QPemLDgYwO5EXXJFEUHdFT4nUugsYnE=w203-h152-k-no'}"
HABIBI SHISHA LOUNGE,Lounge,Barcelona,"Carrer de Mallorca, 535, Sant Martí, 08026 Barcelona",habibishishalounge.es,abdulachaibi99@icloud.com,603610507,4.4,196,NOT_FOUND,"[{'day': 'domingo', 'hours': '12:30–2:00'}, {'day': 'lunes', 'hours': '12:30–2:00'}, {'day': 'martes', 'hours': '12:30–2:00'}, {'day': 'miércoles(Día del Padre)', 'hours': '12:30–2:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '12:30–2:00'}, {'day': 'viernes', 'hours': '12:30–3:00'}, {'day': 'sábado', 'hours': '12:30–3:00'}]",Amigable con la comunidad LGTBI+,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipOPyW8tjpmCIErq0RZbvVlos_QoEOrzlYKlRZ2j=w80-h106-k-no', 'img1': 'https://lh3.googleusercontent.com/gps-cs-s/AB5caB8Xu8BEVMFbt4igKd4Fr9vfs6EL9sg6yztnLZoqSWONfp1JHLp_4_YB2aXpldLZBGD30_vUHGA7HWuJWHT_Vh5sqqsl8RJLi5RBbeyMnqjXiQtssGM4KdKyKL1YF4PUqkIKXAk=w203-h270-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipPaQU-R2oTeJWAujkuTAuCUBfxt-TnFL2h1ba_l=w203-h360-k-no', 'img3': 'https://lh3.googleusercontent.com/gps-cs-s/AB5caB-xx-uHIzJNPI5g0uI0rySEG2Yz3aU6T6V5KQMc5q8Q6TtddzYqm3RQtz7wMvMTfK_AnnWYELBsqJAYzMA57IhsgB-xjRWqKkCJCyf0Nf4G3_9byae6-xzWvvcHCDs5bIMEvBdg=w203-h270-k-no'}"
56 Lounge Bar,Lounge,NO_CITY,"Carrer de la Marina, 56, Sant Martí, 08005 Barcelona",NO_WEBSITE,,NO_PHONE,4.0,149,NOT_FOUND,"[{'day': 'domingo', 'hours': '16:00–3:00'}, {'day': 'lunes', 'hours': '17:00–2:30'}, {'day': 'martes', 'hours': '17:00–2:30'}, {'day': 'miércoles(Día del Padre)', 'hours': '17:00–2:30 El horario podría cambiar'}, {'day': 'jueves', 'hours': '17:00–2:30'}, {'day': 'viernes', 'hours': '16:00–3:00'}, {'day': 'sábado', 'hours': '16:00–3:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipOlih7y2RphCnGQeZF2HACA6Kbt3kVAEflmg_fx=w122-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipNnwphCUMs2IvcmmB23Neu9dnTCohYDuHcmvipE=w203-h270-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipMKSujODs1NWrGZkoXvdCsETjbAtNMVcQ8e683h=w203-h360-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPs-G0HHqczRauDnmYVjY2q287qSAkD-ATMFiDj=w203-h152-k-no'}"
Los Panda Lounge,Lounge,Barcelona,"Carrer de la Independència, 326, Sant Martí, 08026 Barcelona",facebook.com,NO_EMAIL,634244970,4.8,59,NOT_FOUND,"[{'day': 'domingo', 'hours': '16:00–22:00'}, {'day': 'lunes', 'hours': '11:00–14:0016:00–22:00'}, {'day': 'martes', 'hours': '11:00–14:0016:00–22:00'}, {'day': 'miércoles(Día del Padre)', 'hours': '11:00–14:0016:00–22:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '11:00–14:0016:00–22:00'}, {'day': 'viernes', 'hours': '11:00–14:0016:00–22:00'}, {'day': 'sábado', 'hours': '16:00–22:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipMjPKymWpu-UhLq21P3EySw7LfkSnnLojTy0-RB=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipMjPKymWpu-UhLq21P3EySw7LfkSnnLojTy0-RB=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipOcLodxF_xYQyoDvDC179FAbqGAQE-catJXi9wX=w203-h270-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipP_eBcQvIyDiSf4V3ULjH40GztJigE0v5_9wlG3=w203-h203-k-no'}"
Bar La Menol,Bar,NO_CITY,"Carrer de Fluvià, 202, Sant Martí, 08020 Barcelona",NO_WEBSITE,,NO_PHONE,4.8,37,NOT_FOUND,"[{'day': 'domingo', 'hours': '17:00–2:30'}, {'day': 'lunes', 'hours': '17:00–2:30'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': '17:00–2:30 El horario podría cambiar'}, {'day': 'jueves', 'hours': '17:00–2:30'}, {'day': 'viernes', 'hours': '17:00–3:00'}, {'day': 'sábado', 'hours': '17:00–3:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipN_6m-ssibm4tiYdE7rNAr8UsFBCd7XKjGgbJVj=w169-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipN_6m-ssibm4tiYdE7rNAr8UsFBCd7XKjGgbJVj=w203-h109-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipP50sAxQ8XpEinE5djpIheodxv84qj_zgvfNWXd=w216-h100-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPu81N8UUwf6JDdUyABgwOVYgbKtWGHV0_65h7D=w203-h114-k-no'}"
Sala Club Renfe,Lounge,NO_CITY,Se encuentra en: Barcelona-Sants,"Pl. dels Països Catalans, s/n, Sants-Montjuïc, 08014 Barcelona",NO_EMAIL,NO_PHONE,3.4,36,NOT_FOUND,"[{'day': 'domingo', 'hours': '6:30–22:00'}, {'day': 'lunes', 'hours': '5:30–22:00'}, {'day': 'martes', 'hours': '5:30–22:00'}, {'day': 'miércoles(Día del Padre)', 'hours': '5:30–22:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '5:30–22:00'}, {'day': 'viernes', 'hours': '5:30–22:00'}, {'day': 'sábado', 'hours': '5:30–22:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipN8EMsG-ZKc1vfpKIbrGkcS6gGJkpJnoMgKNuU=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipN8EMsG-ZKc1vfpKIbrGkcS6gGJkpJnoMgKNuU=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipO61c4nbmxc2cJS92JMlt06_YyignVnomGzS0Pg=w203-h114-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipMuPvJEhMJtjHvskuWggQpJyGh1444RuoJ12pRr=w203-h152-k-no'}"
Bar Caramelo,Bar musical,NO_CITY,"Carrer Bassols, 13, Sant Martí, 08018 Barcelona",NO_WEBSITE,,NO_PHONE,4.7,14,NOT_FOUND,"[{'day': 'domingo', 'hours': '17:00–2:30'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '19:00–2:30'}, {'day': 'miércoles(Día del Padre)', 'hours': '17:00–2:30 El horario podría cambiar'}, {'day': 'jueves', 'hours': '17:00–2:30'}, {'day': 'viernes', 'hours': '17:00–3:00'}, {'day': 'sábado', 'hours': '17:00–3:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipMdympXwkif4Yciwv82fWGyJYky2YqAxmdNGa8X=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipMdympXwkif4Yciwv82fWGyJYky2YqAxmdNGa8X=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipMNNfoAt18sF7aNvYp1g8hFBqg9grBDDZ4yVmdF=w203-h270-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipMJCEJF1QnHt1WygPzY63HURnHAoe8T85KpldWm=w203-h152-k-no'}"
Can Parats,Club nocturno,NO_CITY,"Travessera de les Corts, 165, Les Corts, 08028 Barcelona",NO_WEBSITE,,NO_PHONE,4.9,13,NOT_FOUND,"[{'day': 'domingo', 'hours': '20:00–1:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '20:00–1:00'}, {'day': 'miércoles(Día del Padre)', 'hours': '20:00–1:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '20:00–1:00'}, {'day': 'viernes', 'hours': '20:00–1:00'}, {'day': 'sábado', 'hours': '20:00–1:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipMDpAjBUj2gfe3AsFtnHStvV5bGcr3kvFmM4DrV=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipMDpAjBUj2gfe3AsFtnHStvV5bGcr3kvFmM4DrV=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipP7SBIH_3fVMrTLaC4lM21SGgrC78F7575t0Dld=w203-h360-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPi6JU20UkXwPudFmf46AVV22grqzE6eOUHBHVU=w203-h270-k-no'}"
Bar Camarote,NOT_FOUND,NO_CITY,"Carrer de Menorca, 72, Sant Martí, 08020 Barcelona",NO_WEBSITE,,NO_PHONE,4.5,11,NOT_FOUND,NOT_FOUND,NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipPywNkBVMqcOBHVUxrFzsIaezS1w6ekUl1VocCS=w163-h92-k-no', 'img1': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tpYPpL8PhhPbdcyhvh4feA&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=38.291153&pitch=0&thumbfov=100', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipPywNkBVMqcOBHVUxrFzsIaezS1w6ekUl1VocCS=w203-h113-k-no', 'img3': 'NOT_FOUND'}"
GIN CLUB SCOTCH,Club nocturno,NO_CITY,"Carrer de Mallorca, 579, Sant Martí, 08026 Barcelona",NO_WEBSITE,,NO_PHONE,2.4,5,NOT_FOUND,"[{'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '21:00–5:00'}, {'day': 'martes', 'hours': '21:00–5:00'}, {'day': 'miércoles(Día del Padre)', 'hours': '21:00–5:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '21:00–5:00'}, {'day': 'viernes', 'hours': '21:00–5:00'}, {'day': 'sábado', 'hours': '21:00–5:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipNE6Nyda6-Z9UR52ux1A321nsmX-CZLwlcwkiqY=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipNE6Nyda6-Z9UR52ux1A321nsmX-CZLwlcwkiqY=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipNW2qOOK4NYpCii_q-abToCvnT1_4I0502K1n0Q=w203-h191-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipNHWR7RTjIi3cmZh-23WU1TpsYwoWM0O855y-76=w203-h360-k-no'}"
