name,category,address,website,phone,city,auxiliar,reviews_rating,num_reviews,description,schedule,images
Vertigo Club,Discoteca,"Carrer de Còrsega, 327, Gràcia, 08037 Barcelona",instagram.com,NO_PHONE,NO_CITY,NOT_FOUND,3.7,39,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bobby Gin,Coctelería,"Carrer de Francisco Giner, 47, Gràcia, 08012 Barcelona",bobbygin.com,933681892,Barcelona,Carta,4.3,1109,Sus gin-tonics con ginebra infusionada casera son el principal reclamo de este pub sofisticado y bohemio.,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
WOODY,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.0,75,Música jazz y cócteles en bar de copas revestido en madera con carteles de cine que sirve también tapas.,NOT_FOUND,[object Object]
Soda Acústic,Club de jazz,"Carrer de les Guilleries, 6, Gràcia, 08012 Barcelona",soda.cat,930165590,Barcelona,NOT_FOUND,4.4,617,"Bar acogedor de estilo retro con conciertos de artistas locales de jazz, blues y otros géneros musicales.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
4 lovers,Club musical,"Carrer de Còrsega, 327, Gràcia, 08037 Barcelona",fourvenues.com,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar El OtrO,Bar,"Travessera de Gràcia, 167, Gràcia, 08012 Barcelona",barelotro.com,931478833,Barcelona,NOT_FOUND,4.1,880,"Cócteles, incluidas opciones congeladas, cervezas y tapas servidos en un bar bohemio pintado de colores vivos.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar De Gracia,Bar,"Travessera de Gràcia, 116, Gràcia, 08012 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.6,138,NOT_FOUND,NOT_FOUND,[object Object]
4 lovers,Club musical,"Carrer de Còrsega, 327, Gràcia, 08037 Barcelona",fourvenues.com,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Almodobar Barcelona,Discoteca,"Carrer d'en Grassot, 36, Gràcia, 08025 Barcelona",grupalmodobar.com,932073855,Barcelona,NOT_FOUND,2.2,875,Bar de copas y cócteles con música actual y karaoke de sofás naranjas y escenario en discoteca de dos plantas.,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Soda Acústic,Club de jazz,"Carrer de les Guilleries, 6, Gràcia, 08012 Barcelona",soda.cat,930165590,Barcelona,NOT_FOUND,4.4,617,"Bar acogedor de estilo retro con conciertos de artistas locales de jazz, blues y otros géneros musicales.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Musical Maria,Bar,"Carrer de Maria, 5, Gràcia, 08012 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.5,848,"Carteles y fotografías de músicos en bar de copas rockero con empanadas y pizza, trivial musical y billar.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar Falstaff,Bar musical,"Carrer de Venus, 3, Gràcia, 08012 Barcelona",barfalstaff.com,695866246,Barcelona,Amigable con la comunidad LGTBI+,4.2,398,"Bar musical de estilo informal con actuaciones en directo, bailes los fines de semana, cervezas artesanales y elaborados cócteles.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Seven Dance - Dio Club,Academia de baile,"Carrer del Perill, 10, Gràcia, 08012 Barcelona",sevendance.com,934516118,Barcelona,sevendance.com,4.5,543,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar Gràcia´s,Bar,"Carrer de Siracusa, 1, Gràcia, 08012 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.9,64,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Sol de NIT,Bar,"Plaça del Sol, 9, Gràcia, 08012 Barcelona",sol-de-nit.eltenedor.rest,932373937,Barcelona,Reclamar esta empresa,3.6,977,"Tapas, ensaladas, raciones y cócteles en un estrecho bar con decoración ecléctica, que trabaja con ingredientes de temporada.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Vertigo Club,Discoteca,"Carrer de Còrsega, 327, Gràcia, 08037 Barcelona",instagram.com,NO_PHONE,NO_CITY,NOT_FOUND,3.7,39,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar Raïm,Bar,"Carrer de Siracusa, 4, Gràcia, 08012 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.3,465,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Canela Dance Club,Discoteca,"Carrer de Ca l'Alegre de Dalt, 55, Gràcia, 08024 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.4,595,"Taburetes bajos, ambiente de baile e iluminación de colores en discoteca con rumba y música colombiana.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
La Trini,Bar de tapas,"Carrer de Verdi, 30, Gràcia, 08012 Barcelona",latrini30.com,932370335,Barcelona,Hacer un pedido,4.2,1996,"Platos catalanes, cerveza artesanal y vermú en un bar acogedor con paredes de azulejos y una barra amplia.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
14 De La Rosa,Bar,"Carrer de Martínez de la Rosa, 14, Gràcia, 08012 Barcelona",14delarosa.com,NO_PHONE,Barcelona,Amigable con la comunidad LGTBI+,4.8,513,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
The PubCrawl Company BARCELONA,Atracción turística,"Carrer de Còrsega, 373, Gràcia, 08037 Barcelona",thepubcrawlcompany.com,636415999,Barcelona,Se encuentra en: Generator Hostel Barcelona,4.6,18,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
El Bosque Salvaje y Mutante - Escape Room y Cumpleaños para Niños,Centro de ocio infantil,"Passatge de Nogués, 19, Local, Gracia, 08025 Barcelona",elbosquemutante.com,640805385,Barcelona,NOT_FOUND,4.7,83,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar Viu,Bar,"Carrer de la Perla, 26, Gràcia, 08012 Barcelona",m.facebook.com,937609458,Barcelona,NOT_FOUND,4.5,492,"Local pequeño y animado lleno de cuadros, donde tomar tapas clásicas, cerveza y vino con música en directo.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
La Rovira,Bar de tapas,"Carrer de Rabassa, 23, Gràcia, 08024 Barcelona",facebook.com,934638788,Barcelona,NOT_FOUND,4.4,2709,"Taberna acogedora, con terraza y cervezas artesanales, que sirve tapas y bocadillos durante todo el día.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Nina,Bar de tapas,"Plaça del Sol, 21 Bis, 21 Bis, Gracia, 08012 Barcelona",privateaser.es,654514249,Barcelona,Reservar una mesa,4.4,267,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Banker's Bar,Bar,"Planta G · Hotel Mandarin Oriental, Barcelona","Pg. de Gràcia, 40, Eixample, 08007 Barcelona",931518782,NO_CITY,Carta,4.3,244,"Elegante coctelería en un antiguo banco reconvertido en hotel, que cuenta con un llamativo techo diseñado con cajas de seguridad.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
