name,category,city,address,website,email,phone,reviews_rating,num_reviews,description,schedule,auxiliar(borrar),images
Disco Bar Mami,Discoteca,Barcelona,"Carrer de Sants, 443, Sants-Montjuïc, 08028 Barcelona",m.facebook.com,NO_EMAIL,671296949,3.1,213,NOT_FOUND,"[{'day': 'domingo', 'hours': '0:00–6:0022:30–24:00'}, {'day': 'lunes', 'hours': '0:00–5:0022:30–24:00'}, {'day': 'martes', 'hours': '0:00–5:0022:00–24:00'}, {'day': 'miércoles(Día del Padre)', 'hours': '0:00–5:0022:30–24:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '0:00–5:00'}, {'day': 'viernes', 'hours': '22:30–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0022:30–24:00'}]",Reservar una mesa,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipPJFXydPw6OfGQvZRISduBTaGfK7WTc335x1Ivk=w122-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipM7avACww6K5vXjJWvQWxMbCyTVF5yq0fPqug3C=w203-h270-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipNzroHIiLI0MKcVJbP8s_ClFAQWcxs8dstexU5b=w203-h114-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPEpJJweOEg-FjJaPxfwOz04wWWf8PUcCgV79v1=w203-h152-k-no'}"
Enigma Music Bar,Club nocturno,NO_CITY,"Carrer del Taquígraf Garriga, 106, Les Corts, 08029 Barcelona",NO_WEBSITE,,NO_PHONE,4.1,207,"Bar de moda que ofrece cócteles, cachimbas y pista de baile en un local acogedor.","[{'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': 'Cerrado El horario podría cambiar'}, {'day': 'jueves', 'hours': '23:00–2:30'}, {'day': 'viernes', 'hours': '23:00–3:30'}, {'day': 'sábado', 'hours': '23:00–3:30'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipOmC0ZJQzmZ5rSeP9XA_9e4Ev2nqGpdtV4teVZw=w138-h92-k-no', 'img1': 'https://lh3.googleusercontent.com/p/AF1QipOzBXnHtikEqg9cqqMNEezZ6CvQT8BxizVwq5wv=w203-h111-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipMvpukgy4LIz_0xAEw_zOF5bppAFUydDWlzLGpO=w203-h115-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPnrWUb7abeL1lyvIYw57b_-4x5vvx-mztTn9o-=w203-h270-k-no'}"
Undead Dark Club,NOT_FOUND,NO_CITY,NO_ADDRESS,NO_WEBSITE,,NO_PHONE,4.3,203,Oscuro local decorado con estatuas y armaduras especializado en música gothic rock o post punk.,NOT_FOUND,NOT_FOUND,"{'main': 'NOT_FOUND', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipNRP1Sq4hLFHv6gWGbU9HnfaFd8R-lFSXln2Rfg=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipNfcj8daa8uRFDxBEcqglH4pMHoNZG1d-dA_HhF=w203-h152-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipP1rAL22QPemLDgYwO5EXXJFEUHdFT4nUugsYnE=w203-h152-k-no'}"
Gavin | Bar restaurante,Vinoteca,NO_CITY,"Carrer de la Creu Coberta, 33, Sants-Montjuïc, 08014 Barcelona",gavinbar.com,NO_EMAIL,931051559,4.0,161,NOT_FOUND,"[{'day': 'domingo', 'hours': '10:30–3:00'}, {'day': 'lunes', 'hours': '11:00–2:30'}, {'day': 'martes', 'hours': '11:00–2:30'}, {'day': 'miércoles(Día del Padre)', 'hours': '11:00–2:30 El horario podría cambiar'}, {'day': 'jueves', 'hours': '11:00–2:30'}, {'day': 'viernes', 'hours': '11:00–2:30'}, {'day': 'sábado', 'hours': '11:00–2:30'}]",Carta,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipMwfubiyc_KKlo-7ID6uzu22L1EZIT4KZwbdt2z=w122-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipPoRpeudH_Sook4l3olIime7keHu4FNpwl8P9_9=w203-h152-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipPzbFxvPGlXvHnfj3tQR-3dglS_VI4GZpzWiQKO=w203-h360-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipMAhop9AH9kGolKlYwdCYzbz_wLP-CNp8qCv3HR=w203-h152-k-no'}"
Bar Enka 3,Lounge,NO_CITY,"Carrer de Sants, 384, Les Corts, 08028 Barcelona",NO_WEBSITE,,NO_PHONE,3.5,134,NOT_FOUND,"[{'day': 'domingo', 'hours': '9:00–1:00'}, {'day': 'lunes', 'hours': '8:00–24:00'}, {'day': 'martes', 'hours': '8:00–24:00'}, {'day': 'miércoles(Día del Padre)', 'hours': '8:00–24:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '8:00–24:00'}, {'day': 'viernes', 'hours': '8:00–24:00'}, {'day': 'sábado', 'hours': '8:00–1:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipNkMQvzADRPaYQEB500NKhbktOYtuwzWPOAcVne=w92-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipNkMQvzADRPaYQEB500NKhbktOYtuwzWPOAcVne=w203-h203-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipN5DS8QxUnqSIkHOv6-KkdyNSOUMsvwWNcBhCRX=w203-h203-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPELwRw2D10sMNY_7It2NnMhC8EAsJM7KSs9XQH=w203-h203-k-no'}"
Sala Roma,Lounge,Barcelona,"Carrer d'Arístides Maillol, 12, Les Corts, 08028 Barcelona",fcbarcelona.cat,NO_EMAIL,NO_PHONE,4.3,130,NOT_FOUND,"[{'day': 'domingo', 'hours': '17:00–22:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '9:00–22:30'}, {'day': 'miércoles(Día del Padre)', 'hours': '10:00–23:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '10:00–23:00'}, {'day': 'viernes', 'hours': '10:00–23:00'}, {'day': 'sábado', 'hours': '10:00–23:00'}]",Se encuentra en: Spotify Camp Nou,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipORhNCZDJZLErCdwax4aSq8jEgH5tejcdxkYK9E=w163-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipMON4S94-l0fJ7NhDYgipWNplQUWJ7sXRva7WcG=w203-h135-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipP3ZZ5onUM27V5LA3sBKtME5reCGabLWqsNoIjc=w203-h360-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipNlBkGJBCKCYIu3fE2VHPTA7iYeiM-7QjjTviDo=w203-h135-k-no'}"
Sala Marabú Barcelona,Discoteca,NO_CITY,"Gran Via de les Corts Catalanes, 419, 421, Eixample, 08015 Barcelona",NO_WEBSITE,,NO_PHONE,3.7,113,"Sala de fiestas con música de los 80 o latina, entre otros, en local con escenario y zona de sofás.","[{'day': 'domingo', 'hours': '18:00–4:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': 'Cerrado El horario podría cambiar'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': 'Cerrado'}, {'day': 'sábado', 'hours': '18:00–4:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipOn05IEcfG5c9Dx1V0hCjJk4XGWQ5_leS8MYXwN=w163-h92-k-no', 'img1': 'https://lh3.googleusercontent.com/gps-cs-s/AB5caB9aluvUCm1tXBbEESK0e-3HcnIFu4uP2dBsjm82Hfyige_1e0QUr5V-v1K8PGy9-DdBY-TngV8CR7rV35rxRT4pC7e0Rx96JCU440QoKZdOrq9UgTPvqAKB88Sp1LrVup0DA0D6Ww=w203-h270-k-no', 'img2': 'https://lh3.googleusercontent.com/gps-cs-s/AB5caB8L10L7miXnUMVlAxHS0fhLYC6fodDij9hwYSXjADNh6P2Keqvk5jvgtllZmndTuc1peu39yVyBiahajfBGJqNqFdYvO9O2-zWujseC_2UCnTRyFllG323hNIrz9L3D8un8OwWjZw=w203-h360-k-no', 'img3': 'https://lh3.googleusercontent.com/gps-cs-s/AB5caB9q8aCrREjF9b4dH2K3bEWoq_ezrq2_BVpx6sSHD4EXgIZzeWTSlZtSOIuqpCw5iTVj0ngatIVRhXN7ox3f9tDZP2llZCKKnwgiyoE_6pimxfWfPON-jJHyC1nAKVETFQEJ-mQT=w203-h143-k-no'}"
Chut,Restaurante,NO_CITY,"Carrer del Vallespir, 190, Les Corts, 08014 Barcelona",NO_WEBSITE,,NO_PHONE,3.8,99,NOT_FOUND,"[{'day': 'domingo', 'hours': '9:00–23:30'}, {'day': 'lunes', 'hours': '9:00–23:30'}, {'day': 'martes', 'hours': '9:00–23:30'}, {'day': 'miércoles(Día del Padre)', 'hours': '9:00–23:30 El horario podría cambiar'}, {'day': 'jueves', 'hours': '9:00–23:30'}, {'day': 'viernes', 'hours': '9:00–23:30'}, {'day': 'sábado', 'hours': 'Cerrado'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipMVzpYofgvscKnK5RbQoOiT76ftHf5B4nmMMFHs=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipMVzpYofgvscKnK5RbQoOiT76ftHf5B4nmMMFHs=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipNj6LdAP8KM-xepGoQP2d4PAzvwMwBe6X1OmYwq=w203-h451-k-no', 'img3': '//:0'}"
YASS! Barcelona | LGTBIQ+ Gay Party,Discoteca,Barcelona,"Carrer de Tarragona, 141, Sants-Montjuïc, 08014 Barcelona",yassparty.com,NO_EMAIL,934878342,3.0,91,NOT_FOUND,"[{'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': 'Cerrado El horario podría cambiar'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': 'Cerrado'}, {'day': 'sábado', 'hours': '23:45–24:00'}]",Amigable con la comunidad LGTBI+,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipN-dLfCApdXbmYlHbsp7nhbxiuaVaK3w1DX2fbq=w138-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipOoGPn_QDHyro9VMx7CHBRqFlWvbdToQOXJhUU=w203-h360-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipOvaH0WonufFXnKNBjJI_W7hsn2MkLuAclUHxGm=w203-h114-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipNFD99ul3DqhyaPZpGmFN-QkrjHcdNGmUC5UzSK=w203-h360-k-no'}"
Felina Barcelona Escorts,Club de entretenimiento para adultos,Barcelona,"Carrer de Can Bruixa, 42b, Les Corts, 08014 Barcelona",felinabcn.com,info@felinabcn.com,630333111,4.1,83,NOT_FOUND,"[{'day': 'domingo', 'hours': 'Abierto 24 horas'}, {'day': 'lunes', 'hours': 'Abierto 24 horas'}, {'day': 'martes', 'hours': 'Abierto 24 horas'}, {'day': 'miércoles(Día del Padre)', 'hours': 'Abierto 24 horas Horario en festivo'}, {'day': 'jueves', 'hours': 'Abierto 24 horas'}, {'day': 'viernes', 'hours': 'Abierto 24 horas'}, {'day': 'sábado', 'hours': 'Abierto 24 horas'}]",Amigable con la comunidad LGTBI+,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipNV2xMc6jsYn82-I43ZmoBtJ84Ki22SLzVmh1jv=w152-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipNV2xMc6jsYn82-I43ZmoBtJ84Ki22SLzVmh1jv=w203-h122-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipN4ay7KzD_8xxRUIlp9aXerbim4JjXF3qEPlJ8a=w203-h135-k-no', 'img3': 'https://lh3.googleusercontent.com/p/AF1QipNZl61_3et9v3W-wQQ0ECFdqTsdgXf2ov5tPz_z=w203-h100-k-no-pi-20-ya55.999992-ro-0-fo100'}"
