name,category,address,website,phone,city,auxiliar,reviews_rating,num_reviews,description,schedule,images
Matinée Barcelona Events,Empresa de organización de eventos,"Poble Espanyol de Montjuïc, Av. de Francesc Ferrer i Guàrdia, 13, Distrito de Sants-Montjuïc, 08038 Barcelona",matineegroup.com,934530510,Barcelona,Reclamar esta empresa,4.0,24,NOT_FOUND,NOT_FOUND,[object Object]
YASS! Barcelona | LGTBIQ+ Gay Party,Discoteca,"Carrer de Tarragona, 141, Sants-Montjuïc, 08014 Barcelona",yassparty.com,934878342,Barcelona,Amigable con la comunidad LGTBI+,3.0,91,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Gavin | Bar restaurante,Vinoteca,"Carrer de la Creu Coberta, 33, Sants-Montjuïc, 08014 Barcelona",gavinbar.com,931051559,NO_CITY,Carta,4.0,161,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Felina Barcelona Escorts,Club de entretenimiento para adultos,"Carrer de Can Bruixa, 42b, Les Corts, 08014 Barcelona",felinabcn.com,630333111,Barcelona,Amigable con la comunidad LGTBI+,4.1,83,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Input - High Fidelity Dance Club,Club nocturno,"Av. de Francesc Ferrer i Guàrdia, 13, Sants-Montjuïc, 08038 Barcelona",inputbcn.com,NO_PHONE,NO_CITY,NOT_FOUND,4.1,840,"Sesiones de DJs internacionales en una discoteca con proyectores, láseres y un sistema de sonido potente.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Beat Lab House & Techno,Organizador de eventos,"CLUB, Carrer de Mèxic, 7, M7, Distrito de Sants-Montjuïc, 08004 Barcelona",es.ra.co,622742662,Barcelona,NOT_FOUND,5.0,2,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
La Mestressa,Bar de tapas,"Pl. d'Osca, 7, Sants-Montjuïc, 08014 Barcelona",lamestressa.com,934323862,Barcelona,NOT_FOUND,4.3,2420,"Tapas y cócteles en un acogedor bar de tapas con decoración ecléctica, famoso por sus huevos estrellados.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Sala París,Lounge,"Carrer d'Arístides Maillol, Les Corts, 08028 Barcelona",NO_WEBSITE,NO_PHONE,Barcelona,NOT_FOUND,4.4,33,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Apricots Camp Nou Escorts,Club nocturno,"Carrer d'Arizala, 74a, Les Corts, 08028 Barcelona",apricots.es,677854136,Barcelona,NOT_FOUND,4.9,15,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Chut,Restaurante,"Carrer del Vallespir, 190, Les Corts, 08014 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.8,99,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Sala Upload Barcelona,Sala de conciertos,Planta G · Poble Espanyol de Barcelona,"Av. de Francesc Ferrer i Guàrdia, 13, Sants-Montjuïc, 08038 Barcelona",NO_PHONE,Barcelona,NOT_FOUND,4.3,1165,Actuaciones de músicos independientes modernos y sesiones de DJs en una sala dentro del histórico museo Poble Espanyol.,NOT_FOUND,[object Object]
Sants Beer,Bar de tapas,"Carrer de Sants, 89, Sants-Montjuïc, 08014 Barcelona",santsbeer.com,933318554,Barcelona,NOT_FOUND,4.0,3101,"Esta acogedora taberna, con taburetes altos, dispone de carta de cervezas y ofrece un bufé libre de tapas.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Sala Roma,Lounge,"Carrer d'Arístides Maillol, 12, Les Corts, 08028 Barcelona",fcbarcelona.cat,NO_PHONE,Barcelona,Se encuentra en: Spotify Camp Nou,4.3,130,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Enigma Music Bar,Club nocturno,"Carrer del Taquígraf Garriga, 106, Les Corts, 08029 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.1,207,"Bar de moda que ofrece cócteles, cachimbas y pista de baile en un local acogedor.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Sala Marabú Barcelona,Discoteca,"Gran Via de les Corts Catalanes, 419, 421, Eixample, 08015 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.7,113,"Sala de fiestas con música de los 80 o latina, entre otros, en local con escenario y zona de sofás.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Libert Swinger Club,Club nocturno,"Carrer de Sepúlveda, 31, L'Eixample, 08015 Barcelona",libertbcn.com,934233635,Barcelona,NOT_FOUND,3.6,312,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
