name,category,address,website,phone,city,auxiliar,reviews_rating,num_reviews,description,schedule,images
CUE club,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,NOT_FOUND,[object Object]
JE The Me,NOT_FOUND,"Ronda del General Mitre, 7, Sarrià-Sant Gervasi, 08017 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,NOT_FOUND,[object Object]
Vz,NOT_FOUND,NOT_FOUND,"Av. de Sarrià, 44, Les Corts, 08029 Barcelona",NO_PHONE,Barcelona,NOT_FOUND,3.8,4,NOT_FOUND,NOT_FOUND,[object Object]
JE The Me,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,NOT_FOUND,[object Object]
Uptown Barcelona,NOT_FOUND,"Carrer de Marià Cubí, 183, Sarrià-Sant Gervasi, 08021 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,NOT_FOUND,[object Object]
Marcelinha,NOT_FOUND,"Carrer de l'Avenir, 47, Sarrià-Sant Gervasi, 08021 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,NOT_FOUND,[object Object]
CUE club,NOT_FOUND,"Carrer de Moià, 3, Sarrià-Sant Gervasi, 08006 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,NOT_FOUND,[object Object]
Festamusic Grup,NOT_FOUND,"Carrer de Calatrava, 1, Sarrià-Sant Gervasi, 08017 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,NOT_FOUND,[object Object]
La Vie en Rose,Club de entretenimiento para adultos,"Carrer del Rector Ubach, 46, Sarrià-Sant Gervasi, 08021 Barcelona",lavieenrose.es,638437783,Barcelona,Se identifica como de propietarias mujeres,4.0,63,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
El Cinco Club Barcelona,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.8,361,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
The End Bar,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.7,260,Sala y bar de copas de elegante diseño en tonos neutros que ofrece menús para grupos y acoge fiestas privadas.,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Sala B Barcelona,Discoteca,"C/ de Muntaner, 244, Sarrià-Sant Gervasi, 08021 Barcelona",luzdegas.com,932097711,Barcelona,NOT_FOUND,2.6,51,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Quatre Cocteleria,Coctelería,"Carrer de Lincoln, 3, Sarrià-Sant Gervasi, 08006 Barcelona",instagram.com,645320677,NO_CITY,Carta,4.9,389,NOT_FOUND,NOT_FOUND,[object Object]
Monterrey,Bar,"Carrer Major de Sarrià, 68, Sarrià-Sant Gervasi, 08017 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.2,717,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bling Bling Barcelona,Discoteca,"Carrer de Tuset, 8-10, Sarrià-Sant Gervasi, 08006 Barcelona",blingblingbcn.com,664244209,NO_CITY,Carta,3.1,3324,"Aperitivos de bar clásicos, champán y narguiles en una glamurosa discoteca de moda con pista de baile.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Merbeyé Cocktail Bar,Coctelería,"Plaça del Doctor Andreu, 2, Sarrià-Sant Gervasi, 08035 Barcelona",merbeye.net,934173549,Barcelona,NOT_FOUND,3.9,619,"Íntima coctelería decorada con telas y palmeras, que dispone de terraza en la planta baja y otra en la azotea.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar El Tomás de Sarriá,Bar de tapas,"Carrer Major de Sarrià, 49, Sarrià-Sant Gervasi, 08017 Barcelona",eltomasdesarria.com,932031077,Barcelona,NOT_FOUND,4.3,6655,"Bar clásico, especializado en patatas fritas al estilo tradicional con salsa picante, donde se sirven tapas y cerveza artesanal.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
A Viva Voz | Muntaner,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.2,466,NOT_FOUND,NOT_FOUND,[object Object]
Pary Gratis,Discoteca,"Plaça de Molina, Distrito de Sarrià-Sant Gervasi, 08006 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,NOT_FOUND,[object Object]
Mobster's Barcelona,Coctelería,"Carrer de Moià, 1, Sarrià-Sant Gervasi, 08006 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.5,215,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Strip Club Barcelona | Las Vegas Night Girl,Club de entretenimiento para adultos,"Calle de Aribau, 229, Distrito de Sarrià-Sant Gervasi, 08021 Barcelona",lasvegasbcn.com,671858964,Barcelona,NOT_FOUND,4.2,22,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
La Biblio Barcelona,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.6,1002,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Mirablau,NOT_FOUND,"Plaça del Doctor Andreu, s/n, Sarrià-Sant Gervasi, 08035 Barcelona",mirablaubcn.com,934185879,NO_CITY,Carta,4.3,12118,"Tapas y vinos catalanes en una terraza con vistas a la montaña, música dance y ambiente animado por las noches.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Karamba Discotek,Club nocturno,"Carrer de Santa Fe de Nou Mèxic, 3, Sarrià-Sant Gervasi, 08017 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,5.0,2,NOT_FOUND,NOT_FOUND,[object Object]
El Canalla,Restaurante,"Carrer Major de Sarrià, 95, Sarrià-Sant Gervasi, 08017 Barcelona",gruposantelmo.com,932058806,NO_CITY,Carta,4.0,1198,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Snack Bar Torre de l'Or,Snack bar,NOT_FOUND,"Av. de Sarrià, 36, Les Corts, 08029 Barcelona",933223504,Barcelona,NOT_FOUND,4.0,141,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Luz de Gas Barcelona,Discoteca,"C/ de Muntaner, 246, Sarrià-Sant Gervasi, 08021 Barcelona",luzdegas.com,932097711,Barcelona,NOT_FOUND,4.0,6393,"Sala de conciertos y local nocturno con una decoración refinada, lámparas de araña, escenario y bar.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Casa Fernández,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.2,540,Tapas y platos caseros de la cocina española y mediterránea en un restaurante sencillo abierto desde 1989.,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
La Orquidea Karaoke,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,2.9,284,NOT_FOUND,NOT_FOUND,[object Object]
Discoteca Barcelona / Night Club Barcelona,Discoteca,"Carrer de Tuset, 12, Sarrià-Sant Gervasi, 08006 Barcelona",youbarcelona.com,NO_PHONE,NO_CITY,Planta 0 · Monitor Building,4.0,20,NOT_FOUND,NOT_FOUND,[object Object]
Otto Zutz Barcelona,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.3,5055,"Discoteca con varias salas e iluminación ambiental, especializada en R&B, hiphop y reguetón.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
New Balmes,Club nocturno,"Carrer de Balmes, 369, 365, Distrito de Sarrià-Sant Gervasi, 08006 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,5.0,5,NOT_FOUND,NOT_FOUND,[object Object]
