name,category,city,address,website,email,phone,reviews_rating,num_reviews,description,schedule,auxiliar(borrar),images
Casablanca Hospitalet,Bar musical,NO_CITY,"Carrer de Rodés, 32, 34, 08901 L'HOSPITALET, Barcelona",NO_WEBSITE,,NO_PHONE,4.1,276,NOT_FOUND,"[{'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': 'Cerrado El horario podría cambiar'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': '19:00–3:30'}, {'day': 'sábado', 'hours': '19:00–3:30'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipPs1Hh_2kRphwAHS0IxyOM6D0KYme7ugWb2Lom8=w122-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipPyiBr16wdbsyri5_PdRjkz7PXYs54xv5h7Bdev=w203-h152-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipOxVz5hS8oFV95hzHHpUfjgGxMcDZDblKsATeRm=w203-h270-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipOxDQuiEZDP0anFZgWx1bVoLX8i4wxB10OBJbsM=w203-h247-k-no'}"
Bodega Juan Carlos,Bar,NO_CITY,"Carrer de Castelao, 28, 08902 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.5,262,NOT_FOUND,"[{'day': 'domingo', 'hours': '9:00–15:00'}, {'day': 'lunes', 'hours': '7:30–20:30'}, {'day': 'martes', 'hours': '7:30–20:30'}, {'day': 'miércoles(Día del Padre)', 'hours': '7:30–20:30 El horario podría cambiar'}, {'day': 'jueves', 'hours': '7:30–20:30'}, {'day': 'viernes', 'hours': '7:30–20:30'}, {'day': 'sábado', 'hours': '9:00–15:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipMy5j3e7to0t6n5BipGrvvZbJ8Gz1hceSmpM2GW=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipMy5j3e7to0t6n5BipGrvvZbJ8Gz1hceSmpM2GW=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipMZKzdWhjqN1Zz68TgF1oUV1ypTwjvqgk4XZ7og=w203-h203-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipMcxXrJmB7uJhygNQ6OTKK9i4pu-DTAqgdyMzUk=w203-h152-k-no'}"
Bar Musical Luna,Pub,L'Hospitalet de Llobregat,NOT_FOUND,"Av. de Josep Tarradellas i Joan, 197, 08901 L'Hospitalet de Llobregat, Barcelona",NO_EMAIL,615348505,3.8,199,NOT_FOUND,"[{'day': 'domingo', 'hours': '18:00–3:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '18:00–3:00'}, {'day': 'miércoles(Día del Padre)', 'hours': '18:00–3:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '18:00–3:00'}, {'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipPmKq6dufKnM_ria5Uhlpwfa1g6R8rYyhWrUdeE=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipPmKq6dufKnM_ria5Uhlpwfa1g6R8rYyhWrUdeE=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipNvnfanGgNhDyd_HkyziLH82YEm1KNy8ViWJ6rG=w203-h114-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipP1M2dKdIp9SikRDqAyKk3VYI5bRWeFFhjQvx2H=w203-h270-k-no'}"
Tatos bar,Bar de tapas,NO_CITY,"Carrer de Barcelona, 84, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.7,180,NOT_FOUND,"[{'day': 'domingo', 'hours': '12:00–16:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': '18:30–23:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '18:30–23:00'}, {'day': 'viernes', 'hours': '12:30–16:0018:30–23:30'}, {'day': 'sábado', 'hours': '12:30–16:0018:30–23:30'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipPrd0VnQuL5h4IA_mhhB9lScqz8vR9n8FjOmGal=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipPrd0VnQuL5h4IA_mhhB9lScqz8vR9n8FjOmGal=w203-h270-k-no', 'img2': 'https://lh3.googleusercontent.com/gps-cs-s/AB5caB9xlStcMznpPj8xSGv25adXOxyr0BTonf4CIacMyCvcD2t7IDgVKghj9L5envO5Wvs_l-cQjjvIRBasYTGnAQ8uHHdHDLLgzvbO3KgeARCoFXEhS8t3lZgMLWEYo_snkpWnZGGc=w203-h360-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPCCfg9Res-mZdB2fz7XCaXMDZ5uFgBY2iNlDmO=w203-h360-k-no'}"
Espai d'Oci,NOT_FOUND,NO_CITY,NO_ADDRESS,NO_WEBSITE,,NO_PHONE,3.9,152,NOT_FOUND,NOT_FOUND,NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipNXX0s04GCInbnB-JyiAXEZq7nQBNRZ-alVgYle=w163-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipN7J8Kypexvnegsiba9bt_ymcbPSnfLLgzUJN17=w203-h270-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipMKpOX4fsvHOt3Xx0G2BTY_GB_06p8dtLUDhdqb=w203-h270-k-no', 'img3': '//:0'}"
Albaicín,Bar,NO_CITY,"Carrer de Josep Pla, 6, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.3,136,NOT_FOUND,"[{'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '6:15–23:00'}, {'day': 'martes', 'hours': '6:15–23:00'}, {'day': 'miércoles(Día del Padre)', 'hours': '6:15–23:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '6:15–23:00'}, {'day': 'viernes', 'hours': '6:15–23:00'}, {'day': 'sábado', 'hours': '7:30–23:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipMNA0W6E3EffVp3QdYisf52_aXgako5Z-gLotXU=w80-h142-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipMNA0W6E3EffVp3QdYisf52_aXgako5Z-gLotXU=w203-h360-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipMKsDcczWI18KAU62Zi9uL2Js1Y9B9ZJlEKMZs-=w203-h114-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPT3pIJECWWtlEOgPMASUg36hARHMzg1LODXxGu=w203-h114-k-no'}"
Sala River,Bar con música en directo,NO_CITY,"Carrer Santa Anna, 14, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.6,136,NOT_FOUND,"[{'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': 'Cerrado El horario podría cambiar'}, {'day': 'jueves', 'hours': '20:00–1:00'}, {'day': 'viernes', 'hours': '23:00–3:00'}, {'day': 'sábado', 'hours': '19:30–3:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipM4cFs5ezUid_YP-ZGspYJOkkfVQqatjjMfUECK=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipNir7FF0IS9MrBTbmuAvTHWtW2_G30bljikewnN=w203-h152-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipPG4j6-D3f_-ezyBxEScrHyZTFt-yu65PJA4YON=w203-h203-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPWplO4y8U1Dan0wWdfyBZZDe-_mK6WOasM0GL4=w203-h203-k-no'}"
Lennon's Club,NOT_FOUND,NO_CITY,NO_ADDRESS,NO_WEBSITE,,NO_PHONE,3.8,123,NOT_FOUND,NOT_FOUND,NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipN_pjesaYgDr7_tCVmnepo04aIB1O5SCH1AxMVC=w122-h92-k-no', 'img1': 'https://lh3.googleusercontent.com/gps-cs-s/AB5caB-ms-rljDUxfJybmyGyk8oRVYEODC6du-sYgNmQYMg3RmTnDowD3Kk26K_PNrJaDit17wvpFA62qxujh_Wk1Yjmm7hR5K3cSgcVAYppGjuhbkSDzDpwUN76y-qzr284Bu_m1V1CIg=w203-h147-k-no', 'img2': 'https://lh3.googleusercontent.com/gps-cs-s/AB5caB-p0sE_za14-rIAVo1gyXN3FvhggzhlE5K8TECIvSxSwyDRI23MVGZ0hf_FcGSGa2x0k7qpjzEvfP27_mSpZjkK4Ed9hFutxYbsnd5k2SleH7k0WjxderU-Zn4FF4C4nPAOvi6Aeg=w203-h360-k-no', 'img3': 'https://lh3.googleusercontent.com/gps-cs-s/AB5caB9t4910JTwOoJxQ3cAn12LgEoC2Wtzubgcz_RZ9Nxh_xeySinaYmeAkKo9tDgQIdHu64Iia7wFAmq5L03QcbH7wq9L9pYinlI59Gbs5qLdhS4h5x0kXNs90-e0tljhGO3tDZ_xtCw=w203-h152-k-no'}"
Shisha Lounge Dejavu - Shisha Hospitalet del Llobregat,Lounge,NO_CITY,"Carrer de Pere Pelegrí, 32, 08906 Esplugues de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.5,74,NOT_FOUND,"[{'day': 'domingo', 'hours': '20:00–3:00'}, {'day': 'lunes', 'hours': '20:00–2:30'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles(Día del Padre)', 'hours': '20:00–2:30 El horario podría cambiar'}, {'day': 'jueves', 'hours': '20:00–2:30'}, {'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipPJWvNVENpxTl-yyDHwp0EMlee_qF5tZ1ZffVrs=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipNm86PUZl6KlYJtAubHAjBPZItrQnTP671mBkyI=w203-h114-k-no', 'img2': 'https://lh3.googleusercontent.com/p/AF1QipOWVW7f7VovGb0V3bfF2PwsAJWmIkhRrTy4CNq3=w203-h114-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipOh_7XSKRrAuWFWvMPq3KlETivb1PyVM8aeAz9d=w203-h361-k-no'}"
Bar Anubis,Lounge,L'Hospitalet de Llobregat,"Carrer de Rafael Campalans, 166, 08903 L'Hospitalet de Llobregat, Barcelona",facebook.com,NO_EMAIL,933325692,3.9,58,NOT_FOUND,"[{'day': 'domingo', 'hours': '8:00–22:00'}, {'day': 'lunes', 'hours': '8:00–22:00'}, {'day': 'martes', 'hours': '8:00–22:00'}, {'day': 'miércoles(Día del Padre)', 'hours': '8:00–22:00 El horario podría cambiar'}, {'day': 'jueves', 'hours': '8:00–22:00'}, {'day': 'viernes', 'hours': '8:00–22:00'}, {'day': 'sábado', 'hours': '8:00–22:00'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipMSUvbU9OvG6Wgk_2NfHXqZKzXhoHKoriv6ohCF=w122-h92-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipMSUvbU9OvG6Wgk_2NfHXqZKzXhoHKoriv6ohCF=w203-h152-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipN0svbYt4OofTceJRD0L4rbolVW0_QwRX-OXkVS=w246-h100-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipPoJerEbSxWmagITbUAE12Efl_MvuCNfVrqTxTI=w203-h114-k-no'}"
Bar Terraza,Lounge,NO_CITY,"Carrer del Molí, 23, 08906 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.6,47,NOT_FOUND,"[{'day': 'domingo', 'hours': '9:00–23:30'}, {'day': 'lunes', 'hours': '8:30–23:30'}, {'day': 'martes', 'hours': '8:30–23:30'}, {'day': 'miércoles(Día del Padre)', 'hours': '8:30–23:30 El horario podría cambiar'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': '8:30–23:30'}, {'day': 'sábado', 'hours': '8:30–23:30'}]",NOT_FOUND,"{'main': 'https://lh5.googleusercontent.com/p/AF1QipM8tkZiTQP6nYVDcRTkOXMGZOqgFLAsbqK7WQQ9=w80-h106-k-no', 'img1': 'https://lh5.googleusercontent.com/p/AF1QipM8tkZiTQP6nYVDcRTkOXMGZOqgFLAsbqK7WQQ9=w203-h270-k-no', 'img2': 'https://lh5.googleusercontent.com/p/AF1QipNgd3iRxRA-1LJ26AMtmBafKdmq81hrNnp6Vr4M=w203-h114-k-no', 'img3': 'https://lh5.googleusercontent.com/p/AF1QipOZ9nyXRdjbJz5Xa_JvGHKwZ_mnAS4Sijle2lnT=w203-h114-k-no'}"
