name,category,address,website,phone,city,auxiliar,reviews_rating,num_reviews,description,schedule,images
Bar Salvador,Lounge,"Plaça del Repartidor, 08901 Hospitalet de Llobregat (L'), Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.2,42,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Sala River,Bar con música en directo,"Carrer Santa Anna, 14, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.6,136,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Albaicín,Bar,"Carrer de Josep Pla, 6, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.3,136,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
El ANTRO,Bar,"Carrer de Terra Baixa, 65, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.8,9,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
On The Vas,Bar musical,"Carrer Tarragona, 19, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.3,439,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Cocktelería Mary Pickford,Coctelería,"Carrer d'Enric Prat de la Riba, 246, 08901 L'Hospitalet de Llobregat, Barcelona",facebook.com,933379165,L'Hospitalet de Llobregat,NOT_FOUND,4.6,566,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Albaicín,Bar,"Carrer de Josep Pla, 6, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.3,136,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Abuelita sin cola,Club nocturno,"Rambla Just Oliveras, 1, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,NOT_FOUND,,NOT_FOUND,NOT_FOUND,[object Object]
Juanchito,Discoteca,"Carrer d'Enric Prat de la Riba, 61, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.9,499,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Shisha Lounge Dejavu - Shisha Hospitalet del Llobregat,Lounge,"Carrer de Pere Pelegrí, 32, 08906 Esplugues de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.5,74,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar Alcala Cool,Bar,"Carrer Joventut, 64, 08904 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.8,8,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar Lugo,Bar musical,"Carrer de Llevant, 43, 08905 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.4,30,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar musical gotham,Bar,"C Mas, 44, 08903 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.5,2,NOT_FOUND,NOT_FOUND,[object Object]
Bar Musical Luna,Pub,NOT_FOUND,"Av. de Josep Tarradellas i Joan, 197, 08901 L'Hospitalet de Llobregat, Barcelona",615348505,L'Hospitalet de Llobregat,NOT_FOUND,3.8,199,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bodega Juan Carlos,Bar,"Carrer de Castelao, 28, 08902 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.5,262,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar Restaurante la Cabaña Y Club Don Royal,Club nocturno,"Carrer de Béjar, 51, Sants-Montjuïc, 08014 Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.9,43,NOT_FOUND,NOT_FOUND,[object Object]
Bar Musical Punta Dulce 2,Bar musical,"Carrer de la Renclusa, 32, 08905 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,5.0,1,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Apricots Camp Nou Escorts,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.9,15,NOT_FOUND,NOT_FOUND,[object Object]
Bar Cervecería El Coto,Bar,"Avinguda de Can Serra, 82, 08906 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.3,1170,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Armonia,Bar,"Carrer de la Maladeta, 15, 08950 Esplugues de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.3,6,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Bar de tapas,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.7,27,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Tatos bar,Bar de tapas,"Carrer de Barcelona, 84, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,4.7,180,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Sala París,Lounge,"Carrer d'Arístides Maillol, Les Corts, 08028 Barcelona",NO_WEBSITE,NO_PHONE,Barcelona,NOT_FOUND,4.4,33,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Coyotes Disco Pub Barcelona,Discoteca,"Carrer del Tenor Masini, 65, Sants-Montjuïc, 08028 Barcelona",coyotes.eatbu.com,622045829,Barcelona,Reclamar esta empresa,4.0,280,NOT_FOUND,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object]
Espai d'Oci,NOT_FOUND,NO_ADDRESS,NO_WEBSITE,NO_PHONE,NO_CITY,NOT_FOUND,3.9,152,NOT_FOUND,NOT_FOUND,[object Object]
Sala Salamandra,Sala de conciertos,"Av. del Carrilet, 235, 08907 L'Hospitalet de Llobregat, Barcelona",salamandra.cat,933370602,L'Hospitalet de Llobregat,NOT_FOUND,4.2,4254,Conciertos en vivo y sesiones de DJ en una espaciosa discoteca con barriles de aceite en la pista de baile.,NOT_FOUND,[object Object]
